,center_x,center_y,stationIdx,speed
0,0.0,0.0,0,40.0
1,-0.9864892733978076,-0.16382586325445084,1,40.43397903442383
2,-1.972978546795615,-0.3276517265089017,2,40.88162612915039
3,-2.9594678201934217,-0.4914775897633525,3,41.35436248779297
4,-4.932446366989037,-0.8191293162722542,5,41.859046936035156
5,-5.918935640386843,-0.982955179526705,6,42.399208068847656
6,-6.905424913784652,-1.1467810427811558,7,42.97537612915039
7,-7.891914187182459,-1.3106069060356067,8,43.58852767944336
8,-8.878403460580266,-1.4744327692900574,9,44.23892593383789
9,-10.851382007375882,-1.8020844957989597,11,44.922943115234375
10,-11.83787128077369,-1.9659103590534104,12,45.63667678833008
11,-12.824360554171498,-2.1297362223078613,13,46.374271392822266
12,-13.810849827569307,-2.2935620855623124,14,47.13004684448242
13,-15.783828374364926,-2.6212138120712143,16,47.90364456176758
14,-16.77031764776273,-2.785039675325665,17,48.69415283203125
15,-17.756806921160535,-2.948865538580116,18,49.50038528442383
16,-19.729785467956155,-3.2765172650890184,20,50.3210563659668
17,-20.716274741353963,-3.4403431283434687,21,51.15488052368164
18,-22.689253288149576,-3.7679948548523714,23,52.00061798095703
19,-23.675742561547388,-3.9318207181068217,24,52.857154846191406
20,-25.648721108343004,-4.2594724446157235,26,53.72356414794922
21,-26.63521038174081,-4.423298307870174,27,54.599082946777344
22,-28.60818892853643,-4.750950034379077,29,55.483089447021484
23,-29.594678201934236,-4.914775897633526,30,56.37503433227539
24,-31.567656748729853,-5.2424276241424295,32,57.274391174316406
25,-32.55414602212766,-5.406253487396881,33,58.1806755065918
26,-34.527124568923284,-5.733905213905783,35,59.093441009521484
27,-36.500103115718886,-6.061556940414683,37,60.01228713989258
28,-37.4865923891167,-6.225382803669135,38,60.936851501464844
29,-39.45957093591232,-6.553034530178037,40,61.86681365966797
30,-41.43254948270794,-6.880686256686938,42,62.801876068115234
31,-43.40552802950354,-7.20833798319584,44,63.74176788330078
32,-44.392017302901365,-7.372163846450293,45,64.68623352050781
33,-46.36499584969698,-7.699815572959192,47,65.63504028320312
34,-48.3379743964926,-8.027467299468096,49,66.58796691894531
35,-50.310952943288214,-8.355119025976997,51,67.5447998046875
36,-52.283931490083816,-8.682770752485899,53,68.50534057617188
37,-54.25691003687943,-9.010422478994801,55,69.46940612792969
38,-56.22988858367506,-9.338074205503704,57,70.43681335449219
39,-58.20286713047068,-9.665725932012606,59,71.40739440917969
40,-60.175845677266295,-9.993377658521506,61,72.3809814453125
41,-62.1488242240619,-10.32102938503041,63,73.35740661621094
42,-64.1218027708575,-10.648681111539311,65,74.33651733398438
43,-66.09478131765313,-10.97633283804821,67,75.31814575195312
44,-68.06775986444875,-11.303984564557114,69,76.3021469116211
45,-70.04073841124436,-11.631636291066014,71,77.2883529663086
46,-72.01371695803998,-11.959288017574918,73,78.27661895751953
47,-73.9866955048356,-12.286939744083819,75,79.26678466796875
48,-75.9596740516312,-12.614591470592721,77,80.2586898803711
49,-78.91914187182464,-13.106069060356074,80,81.25216674804688
50,-80.89212041862025,-13.433720786864974,82,82.24706268310547
51,-82.86509896541588,-13.761372513373876,84,83.24320220947266
52,-85.82456678560929,-14.252850103137225,87,84.24041748046875
53,-87.7975453324049,-14.580501829646131,89,85.238525390625
54,-89.77052387920051,-14.908153556155035,91,86.23735809326172
55,-92.72999169939396,-15.399631145918384,94,87.23672485351562
56,-94.70297024618955,-15.72728287242729,96,88.23643493652344
57,-97.662438066383,-16.21876046219064,99,89.23629760742188
58,-99.63541661317859,-16.546412188699545,101,90.23577880859375
59,-102.59488443337204,-17.037889778462898,104,91.23493194580078
60,-104.56786298016763,-17.365541504971794,106,92.2336654663086
61,-107.52733080036109,-17.857019094735147,109,93.23173522949219
62,-109.5003093471567,-18.18467082124405,111,94.22886657714844
63,-112.45977716735013,-18.676148411007407,114,95.22490692138672
64,-115.41924498754351,-19.167626000770763,117,96.21968841552734
65,-117.39222353433917,-19.49527772727966,119,97.2128677368164
66,-120.35169135453259,-19.986755317043013,122,98.20426177978516
67,-123.31115917472601,-20.478232906806365,125,99.1937026977539
68,-126.27062699491944,-20.969710496569718,128,100.18084716796875
69,-128.24360554171506,-21.297362223078615,130,101.16555786132812
70,-131.20307336190842,-21.788839812841974,133,102.14754486083984
71,-134.16254118210188,-22.280317402605327,136,103.12651062011719
72,-137.1220090022953,-22.77179499236868,139,104.102294921875
73,-140.08147682248872,-23.26327258213203,142,105.07456970214844
74,-143.04094464268215,-23.754750171895385,145,106.04316711425781
75,-146.00041246287554,-24.246227761658734,148,107.00776672363281
76,-148.959880283069,-24.73770535142209,151,107.96818542480469
77,-151.9193481032624,-25.229182941185442,154,108.92412567138672
78,-154.87881592345585,-25.720660530948795,157,109.87540435791016
79,-157.83828374364924,-26.212138120712147,160,110.82173919677734
80,-160.79775156384267,-26.703615710475503,163,111.762939453125
81,-163.75721938403612,-27.195093300238852,166,112.69874572753906
82,-166.71668720422952,-27.6865708900022,169,113.62897491455078
83,-169.67615502442297,-28.178048479765557,172,114.55340576171875
84,-173.62211211801417,-28.833351932783362,176,115.47184753417969
85,-176.58157993820762,-29.32482952254672,179,116.38406372070312
86,-179.54104775840102,-29.81630711231007,182,117.28992462158203
87,-182.50051557859445,-30.307784702073423,185,118.18925476074219
88,-186.44647267218568,-30.963088155091228,189,119.0819091796875
89,-189.40594049237916,-31.454565744854573,192,119.96769714355469
90,-192.36540831257253,-31.94604333461793,195,120.84651947021484
91,-196.31136540616376,-32.601346787635734,199,121.71827697753906
92,-199.27083322635718,-33.09282437739909,202,122.58282470703125
93,-202.23030104655064,-33.58430196716244,205,123.44007110595703
94,-206.17625814014187,-34.23960542018024,209,124.28999328613281
95,-209.13572596033526,-34.73108300994359,212,125.13247680664062
96,-213.08168305392655,-35.3863864629614,216,125.96746063232422
97,-216.04115087411998,-35.877864052724746,219,126.79497528076172
98,-219.98710796771118,-36.53316750574256,223,127.61527252197266
99,-222.94657578790458,-37.0246450955059,226,128.4285430908203
100,-226.89253288149587,-37.67994854852371,230,129.23382568359375
101,-230.8384899750871,-38.33525200154153,234,130.03028869628906
102,-233.7979577952805,-38.82672959130486,237,130.815673828125
103,-237.74391488887173,-39.48203304432267,241,131.5894317626953
104,-241.68987198246296,-40.13733649734048,245,132.3504180908203
105,-244.6493398026564,-40.62881408710384,248,133.10006713867188
106,-248.5952968962476,-41.28411754012164,252,133.8398895263672
107,-252.54125398983882,-41.939420993139436,256,134.57046508789062
108,-255.50072181003225,-42.43089858290279,259,135.29197692871094
109,-259.44667890362336,-43.08620203592058,263,136.00392150878906
110,-263.3926359972146,-43.74150548893838,267,136.70449829101562
111,-267.3385930908059,-44.3968089419562,271,137.38833618164062
112,-271.28455018439706,-45.052112394973996,275,138.0345458984375
113,-274.24401800459054,-45.54358998473735,278,138.65428161621094
114,-278.1899750981818,-46.198893437755146,282,139.2345733642578
115,-282.135932191773,-46.85419689077296,286,139.74879455566406
116,-286.08188928536424,-47.50950034379076,290,140.15737915039062
117,-290.0278463789555,-48.16480379680857,294,140.48741149902344
118,-293.9738034725467,-48.820107249826364,298,140.72129821777344
119,-297.91976056613794,-49.47541070284417,302,140.8375701904297
120,-301.86571765972917,-50.130714155861966,306,140.85145568847656
121,-305.8116747533204,-50.78601760887979,310,140.7477264404297
122,-309.75763184691164,-51.441321061897575,314,140.50491333007812
123,-312.71709966710506,-51.93279865166093,317,140.1349334716797
124,-316.6630567606963,-52.58810210467875,321,139.62298583984375
125,-320.60901385428747,-53.24340555769654,325,138.96798706054688
126,-324.5549709478788,-53.89870901071435,329,138.1656036376953
127,-328.50092804146993,-54.55401246373215,333,137.20303344726562
128,-332.44688513506117,-55.20931591674995,337,136.09768676757812
129,-335.40635295525465,-55.70079350651331,340,134.8679656982422
130,-339.34332791829627,-56.40621337671162,344,133.5138702392578
131,-343.262664796781,-57.20544268867936,348,132.0363006591797
132,-346.1995003385327,-57.81780470708119,351,130.46044921875
133,-350.1115487116432,-58.65197697690258,355,128.79788208007812
134,-354.0191228777192,-59.506861811202185,359,127.05989074707031
135,-356.9467258918038,-60.16194139456687,362,125.25836181640625
136,-360.8459140312613,-61.05429398138682,366,123.4044189453125
137,-363.76700893780935,-61.737809061007425,369,121.50869750976562
138,-366.68521383293563,-62.433559338822114,372,119.58151245117188
139,-370.5715567630272,-63.380290171791366,376,117.6337890625
140,-373.48278974683916,-64.10465929844065,379,115.67489624023438
141,-376.3909359639485,-64.84132315273928,382,113.7137222290039
142,-379.2959356464756,-65.59029900981639,385,111.75971984863281
143,-382.19775714123153,-66.3514957631253,388,109.82029724121094
144,-385.0964534559363,-67.12450869486601,391,107.90352630615234
145,-387.9920977297573,-67.90887745845208,394,106.01592254638672
146,-390.8847684174179,-68.7041429349986,397,104.16451263427734
147,-393.77454904717905,-69.50984730535201,400,102.35491180419922
148,-396.66152798195833,-70.32553410401688,403,100.59310913085938
149,-399.54579818358604,-71.15074825697953,406,98.88382720947266
150,-401.4671880235516,-71.7059599120699,408,97.23200988769531
151,-404.34716200784203,-72.54604555781123,411,95.64137268066406
152,-407.2246958849972,-73.39445195553324,414,94.11563110351562
153,-409.1417493059134,-73.96445663707604,416,92.65819549560547
154,-412.01545779564566,-74.82573188764218,419,91.2713623046875
155,-413.9300648083232,-75.40390079570939,421,89.95751190185547
156,-416.80026352954826,-76.27680151714767,424,88.71826934814453
157,-418.712639506018,-76.86230775546535,426,87.5553207397461
158,-421.5796585253031,-77.74559652847897,429,86.46924591064453
159,-423.4900279347813,-78.33761702538912,431,85.46080780029297
160,-425.39965940686403,-78.93201355496035,433,84.52999114990234
161,-428.26280553838205,-79.82777705411101,436,83.67664337158203
162,-430.17075799850835,-80.42754126177624,438,82.90055084228516
163,-432.0781063010045,-81.02922405591416,440,82.20071411132812
164,-434.93808164532237,-81.93506056775703,443,81.57614135742188
165,-436.84409150130125,-82.54097000278918,445,81.02566528320312
166,-438.7496356426609,-83.1483425153832,447,80.54779052734375
167,-440.6547543326165,-83.75704823061784,449,80.14094543457031
168,-443.51172338088134,-84.6723226799958,452,79.80339813232422
169,-445.41595630772673,-85.28379376476073,454,79.53337860107422
170,-447.3199066745987,-85.89614411053171,456,79.32884216308594
171,-449.2236157720898,-86.5092441295612,458,79.18770599365234
172,-451.1271250537978,-87.12296425206783,460,79.10774993896484
173,-453.9821053388965,-88.04442369346701,463,79.08655548095703
174,-455.88529729791395,-88.65912716874641,465,79.12078857421875
175,-457.7884354726789,-89.2739971442663,467,79.20733642578125
176,-459.69156175930885,-89.88890391530512,469,79.34188079833984
177,-461.59471808766887,-90.50371769838492,471,79.51870727539062
178,-464.449600649329,-91.42547987696139,474,79.73046112060547
179,-466.3530155339937,-92.03949270908336,476,79.95881652832031
180,-468.25660714008035,-92.65295743248222,478,80.20221710205078
181,-470.16041725678804,-93.26574368795136,480,80.45391082763672
182,-473.01663330876335,-94.18336534351131,483,80.70987701416016
183,-474.9211718344204,-94.7938839039963,485,80.96200561523438
184,-476.8260742108096,-95.40326623205691,487,81.22174835205078
185,-478.73138159949957,-96.01138103583257,489,81.4908218383789
186,-481.59019160528067,-96.92088880303696,492,81.7705078125
187,-483.4966901844208,-97.52525868599271,494,82.06592559814453
188,-485.403736043318,-98.12789941462745,496,82.37564086914062
189,-487.31136921081765,-98.7286784261574,498,82.70111083984375
190,-490.17415000767403,-99.6256079290181,501,83.04376983642578
191,-492.0844306141996,-100.21791280162547,503,83.41063690185547
192,-493.9971444742067,-100.80230953673221,505,83.79461669921875
193,-496.8725894634432,-101.65773151822134,508,84.19379425048828
194,-498.79493316280366,-102.20961395426464,510,84.60311126708984
195,-500.7269186772886,-102.72650675863737,512,85.01264190673828
196,-503.66740181505736,-103.31474038725091,515,85.41341400146484
197,-505.6588383357564,-103.49098565968296,517,85.77735900878906
198,-508.6573375272036,-103.43635223447626,520,86.11442565917969
199,-510.653309493886,-103.30958326798564,522,86.41909790039062
200,-512.6480599032853,-103.16522550459186,524,86.70956420898438
201,-515.6182341988912,-102.75496907491149,527,86.98418426513672
202,-517.5487425432466,-102.23603712232595,529,87.23612213134766
203,-519.4064818391886,-101.49784529118692,531,87.45849609375
204,-521.9990580498421,-99.99621902841531,534,87.63188171386719
205,-523.5378743892617,-98.72142846733972,536,87.74919128417969
206,-524.8828011890387,-97.24249071607386,538,87.81732940673828
207,-526.8249604957741,-94.95643992751741,541,87.83927154541016
208,-528.1305205288933,-93.44162086512314,543,87.81909942626953
209,-529.2647286006913,-91.79649912456604,545,87.75472259521484
210,-530.5470440383216,-89.08757641569929,548,87.66107177734375
211,-531.2311079921357,-87.20841122431982,550,87.59346008300781
212,-531.8551492669817,-85.30828840548469,552,87.55378723144531
213,-532.6835893520499,-82.42595486954555,555,87.55682373046875
214,-532.9917851543457,-80.45161991368188,557,87.6690673828125
215,-533.0121654921335,-78.45299997369635,559,87.86751556396484
216,-532.8700765921137,-76.45824060095316,561,88.1545639038086
217,-532.5300945281947,-73.47822847348552,564,88.49694061279297
218,-532.1100586634424,-71.52393885417007,566,88.89583587646484
219,-531.4600949459133,-69.63359890733453,568,89.3476333618164
220,-530.6564193347068,-67.80249714826434,570,89.85521697998047
221,-529.3349678305801,-65.1094927874493,573,90.41450500488281
222,-528.337924065021,-63.376439846442935,575,91.02393341064453
223,-527.1603565196102,-61.761875116396354,577,91.68118286132812
224,-525.7527401651779,-60.344184118433255,579,92.37837219238281
225,-523.3710646146907,-58.52241328832929,582,93.11000061035156
226,-521.7383868883622,-57.36728564585896,584,93.87116241455078
227,-519.2874398688504,-55.63746715609132,587,94.65908813476562
228,-517.6006158009459,-54.563576844871356,589,95.47000885009766
229,-514.9398285926778,-53.18080055882416,592,96.2977523803711
230,-513.1049323617431,-52.38554696254855,594,97.14017486572266
231,-510.3082568362787,-51.3002757632959,597,97.99801635742188
232,-508.43463820682234,-50.600596446647565,599,98.869140625
233,-505.62629990413285,-49.545499988760426,602,99.7513198852539
234,-502.8211328379988,-48.482000831912025,605,100.64297485351562
235,-500.01909895711157,-47.410273699052105,608,101.54253387451172
236,-497.2201581677377,-46.33049428418416,611,102.44861602783203
237,-495.3558953172573,-45.60625502850229,613,103.3599853515625
238,-492.5620151530877,-44.513448029609535,616,104.27527618408203
239,-489.7711114625895,-43.413061578891885,619,105.19380187988281
240,-486.9831369875348,-42.30527444883439,622,106.11492156982422
241,-484.19804260937866,-41.190266127501715,625,107.03797149658203
242,-481.4157773913762,-40.06821676862454,628,107.96207427978516
243,-478.6362886216344,-38.93930714340336,631,108.88616180419922
244,-475.85952185703553,-37.80371859402729,634,109.80909729003906
245,-473.0854209679649,-36.66163298890101,637,110.72954559326172
246,-470.3139281837828,-35.51323267956943,640,111.64596557617188
247,-466.62255869264703,-33.972525391588256,644,112.55693817138672
248,-463.8569179517485,-32.81010232458641,647,113.46051025390625
249,-461.0936814922452,-31.641975362187914,650,114.35552215576172
250,-458.3327849733277,-30.468328492460227,653,115.24057006835938
251,-455.57416266583635,-29.289345984808122,656,116.11445617675781
252,-451.8994211435078,-27.709388378513125,660,116.97614288330078
253,-449.14584228392573,-26.51867399006534,663,117.82443237304688
254,-446.3943091416532,-25.32323981720921,666,118.6593017578125
255,-443.6447505403164,-24.123270988790694,669,119.4792251586914
256,-439.9816187938234,-22.51657884617024,673,120.28162384033203
257,-437.2363844371994,-21.306749747275923,676,121.06000518798828
258,-434.4928795308744,-20.09300384236756,679,121.81075286865234
259,-430.8374323024582,-18.468903763342315,683,122.53054809570312
260,-428.0976668973034,-17.246740031991145,686,123.2148208618164
261,-424.44692529209806,-15.612089532303909,690,123.86949920654297
262,-421.71047636364347,-14.382517961538467,693,124.49950408935547
263,-418.0638697322443,-12.738663500915392,697,125.11101531982422
264,-415.33030468897766,-11.502693671750732,700,125.70974731445312
265,-411.6872506283462,-9.85098083975785,704,126.2945785522461
266,-408.95612881473124,-8.609621449182724,707,126.86753845214844
267,-405.3160351700078,-6.951394368892314,711,127.42578125
268,-402.5869093655507,-5.7056528112617135,714,127.96998596191406
269,-398.94917622491266,-4.042253616151527,718,128.49862670898438
270,-396.22159413686876,-2.793135614974503,721,129.01194763183594
271,-392.5856158165525,-1.1259039869240115,725,129.51019287109375
272,-388.95036676808616,0.5429171995972224,729,129.99256896972656
273,-386.2242885815441,1.7953139760503918,732,130.45791625976562
274,-382.5898356435083,3.465868315364056,736,130.90672302246094
275,-379.8641252031717,4.719065264529428,739,131.33815002441406
276,-376.22985687481247,6.390021192968181,743,131.75259399414062
277,-372.5954198714312,8.060610200539044,747,132.1496124267578
278,-369.86959317228536,9.313554156733414,750,132.5287628173828
279,-366.23929604051165,10.993110440245834,754,132.88970947265625
280,-362.62143754249087,12.699265308094278,758,133.2316131591797
281,-359.0248677249354,14.449801869668764,762,133.5538330078125
282,-356.34709333238226,15.80233890976548,765,133.85321044921875
283,-352.8076230029625,17.665576890722278,769,134.12554931640625
284,-349.30142238876135,19.59072005900913,773,134.3510284423828
285,-345.82505802566584,21.569256887094248,777,134.50547790527344
286,-342.37473006350484,23.592876764128608,781,134.56614685058594
287,-339.80161539280965,25.135288843623876,784,134.51710510253906
288,-336.3868493692257,27.21838361583607,788,134.37234497070312
289,-332.98631919217814,29.324647742528924,792,134.11361694335938
290,-329.5961579477938,31.447565250170303,796,133.75531005859375
291,-327.0595824800726,33.04936943083447,799,133.31785583496094
292,-323.68510813153574,35.19713588355089,803,132.81887817382812
293,-320.31884206178955,37.35774544084411,807,132.27622985839844
294,-317.799189350342,38.986040475295965,810,131.70668029785156
295,-314.4459194507843,41.16676666282819,814,131.1099395751953
296,-311.09927452271353,43.35764682706544,818,130.51815795898438
297,-308.59328066247775,45.006886501286424,821,129.9452362060547
298,-305.256791608705,47.21320304552189,825,129.38182067871094
299,-302.7575852960202,48.87271086744246,828,128.8035125732422
300,-299.4278317583311,51.08918111567033,832,128.16842651367188
301,-296.09862355353295,53.30647057479054,836,127.44428253173828
302,-293.60054020864163,54.96766856972405,839,126.67523193359375
303,-290.26615302113504,57.177160441606226,843,125.8681640625
304,-287.76127472983825,58.82809336974505,846,125.0245361328125
305,-284.4139840349428,61.017983363474386,850,124.1490478515625
306,-281.8965820489817,62.64975351746403,853,123.24421691894531
307,-279.37210580053426,64.27055627852332,856,122.3105239868164
308,-275.9934175177526,66.41167548871657,860,121.34839630126953
309,-273.44697459651235,67.99772691960379,863,120.36056518554688
310,-270.8808034958049,69.55161114696382,866,119.35054779052734
311,-267.4116586528664,71.54249097487606,870,118.32074737548828
312,-264.7631259863116,72.95119836097666,873,117.27350616455078
313,-262.0683241506035,74.26912738963368,876,116.21293640136719
314,-259.32425573901287,75.48100507340817,879,115.14325714111328
315,-256.5294514677532,76.57060990942131,882,114.06855773925781
316,-253.6844640622841,77.52130976852123,885,112.99275970458984
317,-250.79511859556928,78.32732661319513,888,111.91940307617188
318,-247.87107793152455,78.99685193969727,891,110.84907531738281
319,-244.92080058891412,79.53944205806081,894,109.78434753417969
320,-241.951296718948,79.96466718675035,897,108.72455596923828
321,-239.96384818258358,80.18785656324413,899,107.66879272460938
322,-236.9748308395266,80.44281928845426,902,106.62004089355469
323,-233.97997031652275,80.61690575914041,905,105.57515716552734
324,-230.9820464660285,80.72716882860905,908,104.53629302978516
325,-227.9827436315627,80.79073877680571,911,103.50382995605469
326,-224.98293754045883,80.82403628758324,914,102.47958374023438
327,-222.98296408124043,80.83385446422321,916,101.46475982666016
328,-219.9829707580953,80.83178374920237,919,100.46366119384766
329,-216.98304442464303,80.81144540046445,922,99.47354125976562
330,-213.9832697824856,80.77497166985012,925,98.49478912353516
331,-211.98353038331462,80.74274675451204,927,97.52778625488281
332,-208.98410520939584,80.68413006035367,930,96.57626342773438
333,-205.98490136466438,80.61508036692928,933,95.63679504394531
334,-203.98554604544896,80.56431573880438,935,94.70976257324219
335,-200.986652667292,80.48285596985275,938,93.79923248291016
336,-197.98787217672174,80.39732937604597,941,92.90229797363281
337,-195.98871314513048,80.33933666968571,943,92.01983642578125
338,-192.98996122542619,80.2528110247278,946,91.1553955078125
339,-190.99075251132743,80.19655957814311,948,90.30733489990234
340,-187.9918280012228,80.11625707876118,951,89.47858428955078
341,-185.99244583020453,80.06656262547658,953,88.66803741455078
342,-182.99319246027167,79.99970997850424,956,87.8778076171875
343,-180.99356037007232,79.96139316468741,958,87.10676574707031
344,-177.99391898933106,79.91522635734442,961,86.35663604736328
345,-175.9940427469074,79.89311453134513,963,85.62635803222656
346,-173.99409555950714,79.87883753576158,965,84.91736602783203
347,-170.9941065565981,79.8738035789062,968,84.2300796508789
348,-168.99412827371256,79.88249554939402,970,83.56423950195312
349,-166.99422400859203,79.90172639186353,972,82.92129516601562
350,-163.99464862619575,79.95158367215394,975,82.30120086669922
351,-161.99521172469397,79.99889328085956,977,81.70259857177734
352,-159.99606970995728,80.05735312331608,979,81.1265640258789
353,-156.99803823944268,80.16574536803704,982,80.57402801513672
354,-154.99988823191427,80.25167232593351,984,80.0482406616211
355,-153.00223298995436,80.34842272581375,986,79.5509262084961
356,-151.00513226688915,80.45601145606051,988,79.08406829833984
357,-148.01071688129025,80.6387935278483,991,78.64945220947266
358,-146.0154221444854,80.77583867680556,993,78.25359344482422
359,-144.021055471222,80.92577924614865,995,77.89334106445312
360,-142.027752930261,81.08925287228577,997,77.56980895996094
361,-140.03566382870284,81.26689747719566,999,77.2835464477539
362,-137.05016630622907,81.56132997864161,1002,77.0346450805664
363,-135.06185668297158,81.77719080032406,1004,76.82627868652344
364,-133.0753692498762,82.0092229571933,1006,76.65423583984375
365,-131.09065811519912,82.25600373150006,1008,76.51764678955078
366,-129.10750059723722,82.51498728794473,1010,76.41498565673828
367,-127.12562104630834,82.78358614779941,1012,76.34430694580078
368,-125.14470627572108,83.05921768841998,1014,76.30280303955078
369,-122.17439328577593,83.48021322397524,1017,76.28748321533203
370,-120.19436599315978,83.7621562364754,1019,76.29126739501953
371,-118.214058584125,84.04212308255556,1021,76.31249237060547
372,-116.23311431924898,84.31754297815765,1023,76.34674835205078
373,-114.25121380888174,84.58598944041253,1025,76.38928985595703
374,-112.26832469685574,84.8470363016392,1027,76.43474578857422
375,-110.2846546275042,85.10208502705409,1029,76.47713470458984
376,-108.30041464735308,85.35266449867675,1031,76.50949096679688
377,-106.31580535424436,85.6003040954977,1033,76.52354431152344
378,-103.33862179897842,85.96959797284309,1036,76.51083374023438
379,-101.35393079051464,86.21658240763298,1038,76.44881439208984
380,-99.3695423444191,86.46598447056832,1040,76.35494995117188
381,-97.38565471190859,86.71933680013608,1042,76.2338638305664
382,-95.40247558649142,86.97817305626063,1044,76.09246063232422
383,-93.42022573623908,87.24402781793361,1046,75.93917846679688
384,-91.43914263372628,87.51843627391045,1048,75.78073120117188
385,-89.4594840748637,87.80293364728128,1050,75.62136840820312
386,-86.49328226084258,88.25189663807032,1053,75.46427917480469
387,-84.51828759467746,88.56713967826705,1055,75.3140869140625
388,-82.54526610703941,88.89450866220156,1057,75.15862274169922
389,-80.57416110351366,89.23322878421787,1059,74.99354553222656
390,-78.60490071950181,89.5825161625948,1061,74.81391143798828
391,-76.63739906717021,89.94158038057465,1063,74.61428833007812
392,-74.67155749184923,90.3096270471083,1065,74.39026641845703
393,-72.70777244092275,90.68847052939913,1067,74.1395034790039
394,-70.7487717825055,91.09120817832505,1069,73.86080169677734
395,-67.82869455007089,91.7779698635918,1072,73.55426025390625
396,-65.90268270383497,92.3162869586575,1074,73.21505737304688
397,-64.00237083520707,92.93898533983679,1076,72.85466766357422
398,-62.13768080814177,93.66115737118255,1078,72.4817123413086
399,-59.41997253690909,94.9295787967605,1081,72.09884643554688
400,-57.662645113859575,95.88396033659599,1083,71.7149658203125
401,-55.94848941924766,96.91394917439597,1085,71.32941436767578
402,-54.27621581436839,98.01069289487188,1087,70.94657135009766
403,-52.6439568411288,99.16619928061209,1089,70.57160949707031
404,-51.050098486895116,100.3741507547248,1091,70.20899963378906
405,-49.49433091406939,101.6307951956299,1093,69.86192321777344
406,-47.9764101859649,102.93291726643574,1095,69.53225708007812
407,-46.495812194266634,104.27733966318532,1097,69.22023010253906
408,-45.05176319756792,105.66095810794563,1099,68.92508697509766
409,-43.64327292221221,107.08077020445506,1101,68.64607238769531
410,-42.26916687635869,108.53389631625532,1103,68.3823013305664
411,-40.928471282216265,110.01790861341215,1105,68.1326904296875
412,-39.62269648314486,111.53272764992373,1107,67.89785766601562
413,-38.35502022825757,113.07955684214292,1109,67.67974090576172
414,-37.12890983931495,114.65952259899815,1111,67.48136901855469
415,-35.948066027875235,116.27358485625172,1113,67.30663299560547
416,-34.8164172554105,117.92249559204578,1115,67.15967559814453
417,-33.738103436296136,119.60675136157559,1117,67.04435729980469
418,-32.71736133896061,121.32649229955099,1119,66.96512603759766
419,-31.75601778468509,123.08013927622535,1121,66.9236831665039
420,-30.85182895183093,124.86394728740585,1123,66.92031860351562
421,-30.00170835796114,126.67416492654316,1125,66.95391082763672
422,-29.202346001843324,128.5073784401966,1127,67.02238464355469
423,-28.450279598934994,130.3605113498586,1129,67.12315368652344
424,-27.741951828599998,132.23081221453967,1131,67.25355529785156
425,-27.40306324050923,133.17162477300351,1132,67.41033172607422
426,-26.754472795947088,135.06348080911246,1134,67.59265899658203
427,-26.147668482390262,136.96913615720436,1136,67.79730224609375
428,-25.588116660740052,138.88917971567733,1138,68.02264404296875
429,-25.081601424081892,140.82387092099916,1140,68.26759338378906
430,-24.63412281464981,142.77304082394605,1142,68.5317153930664
431,-24.25185219534705,144.73601637826894,1144,68.81502532958984
